evaluation,score,best_score,recall,fpr,selected_features,best_recall,best_fpr,best_selected_features,cache_hit,algorithm,seed
88,0.8633409742463326,0.8703233323158749,0.9490552599606183,0.049107142857142856,18,0.9512757132682559,0.04732142857142857,17,0,ga,0
89,0.8643061881420213,0.8703233323158749,0.9470442833801165,0.05008928571428571,17,0.9512757132682559,0.04732142857142857,17,1,ga,0
90,0.4614295739243369,0.8703233323158749,0.948929573924337,0.07008928571428572,18,0.9512757132682559,0.04732142857142857,17,0,ga,0
91,0.8356825400150425,0.8703233323158749,0.9505634923959948,0.05098214285714286,20,0.9512757132682559,0.04732142857142857,17,0,ga,0
92,0.8571965230853328,0.8703233323158749,0.9476727135615233,0.0475,19,0.9512757132682559,0.04732142857142857,17,0,ga,0
93,0.8511919225774017,0.8703233323158749,0.9511919225774017,0.04991071428571429,21,0.9512757132682559,0.04732142857142857,17,0,ga,0
94,0.8631173329024098,0.8703233323158749,0.9440697138547908,0.04776785714285714,17,0.9512757132682559,0.04732142857142857,17,0,ga,0
95,-19.066666666666666,0.8703233323158749,0.0,1.0,14,0.9512757132682559,0.04732142857142857,17,0,ga,0
96,-19.076190476190476,0.8703233323158749,0.0,1.0,16,0.9512757132682559,0.04732142857142857,17,0,ga,0
97,-19.090476190476192,0.8703233323158749,0.0,1.0,19,0.9512757132682559,0.04732142857142857,17,0,ga,0
98,-19.090476190476192,0.8703233323158749,0.0,1.0,19,0.9512757132682559,0.04732142857142857,17,0,ga,0
99,-19.090476190476192,0.8703233323158749,0.0,1.0,19,0.9512757132682559,0.04732142857142857,17,0,ga,0
100,-19.090476190476192,0.8703233323158749,0.0,1.0,19,0.9512757132682559,0.04732142857142857,17,0,ga,0
101,-19.071428571428573,0.8703233323158749,0.0,1.0,15,0.9512757132682559,0.04732142857142857,17,0,ga,0
102,-19.095238095238095,0.8703233323158749,0.0,1.0,20,0.9512757132682559,0.04732142857142857,17,0,ga,0
103,-19.085714285714285,0.8703233323158749,0.0,1.0,18,0.9512757132682559,0.04732142857142857,17,0,ga,0
104,-19.085714285714285,0.8703233323158749,0.0,1.0,18,0.9512757132682559,0.04732142857142857,17,0,ga,0
105,-19.085714285714285,0.8703233323158749,0.0,1.0,18,0.9512757132682559,0.04732142857142857,17,0,ga,0
106,-19.095238095238095,0.8703233323158749,0.0,1.0,20,0.9512757132682559,0.04732142857142857,17,0,ga,0
107,-19.090476190476192,0.8703233323158749,0.0,1.0,19,0.9512757132682559,0.04732142857142857,17,0,ga,0
108,-19.095238095238095,0.8703233323158749,0.0,1.0,20,0.9512757132682559,0.04732142857142857,17,0,ga,0
109,-19.080952380952382,0.8703233323158749,0.0,1.0,17,0.9512757132682559,0.04732142857142857,17,0,ga,0
110,-19.095238095238095,0.8703233323158749,0.0,1.0,20,0.9512757132682559,0.04732142857142857,17,0,ga,0
111,-19.080952380952382,0.8703233323158749,0.0,1.0,17,0.9512757132682559,0.04732142857142857,17,0,ga,0
112,-19.090476190476192,0.8703233323158749,0.0,1.0,19,0.9512757132682559,0.04732142857142857,17,0,ga,0
113,-19.080952380952382,0.8703233323158749,0.0,1.0,17,0.9512757132682559,0.04732142857142857,17,0,ga,0
114,-19.071428571428573,0.8703233323158749,0.0,1.0,15,0.9512757132682559,0.04732142857142857,17,0,ga,0
115,-19.090476190476192,0.8703233323158749,0.0,1.0,19,0.9512757132682559,0.04732142857142857,17,0,ga,0
116,0.8574897905033226,0.8703233323158749,0.9479659809795131,0.048214285714285716,19,0.9512757132682559,0.04732142857142857,17,1,ga,0
117,-19.095238095238095,0.8703233323158749,0.0,1.0,20,0.9512757132682559,0.04732142857142857,17,0,ga,0
118,-19.085714285714285,0.8703233323158749,0.0,1.0,18,0.9512757132682559,0.04732142857142857,17,0,ga,0
119,-19.085714285714285,0.8703233323158749,0.0,1.0,18,0.9512757132682559,0.04732142857142857,17,0,ga,0
120,-19.090476190476192,0.8703233323158749,0.0,1.0,19,0.9512757132682559,0.04732142857142857,17,0,ga,0
